RIL_Start,end,name,score,strand,file
NC_029265.1_16757583,16757586,mPing|non-reference|NA|A123-0_1|relocate2|sr|399,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029265.1_17064451,17064454,mPing|non-reference|NA|A123-0_1|relocate2|sr|400,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029265.1_17892618,17892621,mPing|non-reference|NA|A123-0_1|relocate2|sr|401,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029265.1_17918254,17918257,mPing|non-reference|NA|A123-0_1|relocate2|sr|402,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029265.1_18044216,18044219,mPing|non-reference|NA|A123-0_1|relocate2|sr|403,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029265.1_18050498,18050501,mPing|non-reference|NA|A123-0_1|relocate2|sr|404,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029265.1_18430452,18430455,mPing|non-reference|NA|A123-0_1|relocate2|sr|405,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029265.1_21849907,21849910,mPing|non-reference|NA|A123-0_1|relocate2|sr|406,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029265.1_21853601,21853604,mPing|non-reference|NA|A123-0_1|relocate2|sr|407,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029265.1_21923711,21923714,mPing|non-reference|NA|A123-0_1|relocate2|sr|408,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029265.1_22745427,22745430,mPing|non-reference|NA|A123-0_1|relocate2|sr|409,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_257898,257901,mPing|non-reference|NA|A123-0_1|relocate2|sr|410,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_617174,617177,mPing|non-reference|NA|A123-0_1|relocate2|sr|411,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_1807319,1807322,mPing|non-reference|NA|A123-0_1|relocate2|sr|412,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_2446250,2446253,mPing|non-reference|NA|A123-0_1|relocate2|sr|413,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_2492870,2492873,mPing|non-reference|NA|A123-0_1|relocate2|sr|414,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_2724735,2724738,mPing|non-reference|NA|A123-0_1|relocate2|sr|415,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_2880275,2880278,mPing|non-reference|NA|A123-0_1|relocate2|sr|416,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_3596962,3596965,mPing|non-reference|NA|A123-0_1|relocate2|sr|417,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_3763257,3763260,mPing|non-reference|NA|A123-0_1|relocate2|sr|418,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_3763337,3763340,mPing|non-reference|NA|A123-0_1|relocate2|sr|419,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_4125181,4125184,mPing|non-reference|NA|A123-0_1|relocate2|sr|420,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_6968563,6968566,mPing|non-reference|NA|A123-0_1|relocate2|sr|421,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_7594413,7594416,mPing|non-reference|NA|A123-0_1|relocate2|sr|422,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_10091197,10091200,mPing|non-reference|NA|A123-0_1|relocate2|sr|423,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_10775103,10775106,mPing|non-reference|NA|A123-0_1|relocate2|sr|424,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_11033106,11033109,mPing|non-reference|NA|A123-0_1|relocate2|sr|425,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_11666230,11666233,mPing|non-reference|NA|A123-0_1|relocate2|sr|426,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_13743296,13743299,mPing|non-reference|NA|A123-0_1|relocate2|sr|427,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_13975601,13975604,mPing|non-reference|NA|A123-0_1|relocate2|sr|428,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_15385199,15385202,mPing|non-reference|NA|A123-0_1|relocate2|sr|429,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_16100808,16100811,mPing|non-reference|NA|A123-0_1|relocate2|sr|430,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_16811327,16811330,mPing|non-reference|NA|A123-0_1|relocate2|sr|431,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_16894771,16894774,mPing|non-reference|NA|A123-0_1|relocate2|sr|432,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_17352197,17352200,mPing|non-reference|NA|A123-0_1|relocate2|sr|433,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_17641559,17641562,mPing|non-reference|NA|A123-0_1|relocate2|sr|434,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_17787653,17787656,mPing|non-reference|NA|A123-0_1|relocate2|sr|435,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_19532759,19532762,mPing|non-reference|NA|A123-0_1|relocate2|sr|436,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_19811280,19811283,mPing|non-reference|NA|A123-0_1|relocate2|sr|437,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_20478227,20478230,mPing|non-reference|NA|A123-0_1|relocate2|sr|438,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_20490424,20490427,mPing|non-reference|NA|A123-0_1|relocate2|sr|439,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_21459183,21459186,mPing|non-reference|NA|A123-0_1|relocate2|sr|440,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_23860742,23860745,mPing|non-reference|NA|A123-0_1|relocate2|sr|441,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_24682791,24682794,mPing|non-reference|NA|A123-0_1|relocate2|sr|442,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_25822229,25822232,mPing|non-reference|NA|A123-0_1|relocate2|sr|443,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029266.1_28835577,28835580,mPing|non-reference|NA|A123-0_1|relocate2|sr|444,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_731441,731444,mPing|non-reference|NA|A123-0_1|relocate2|sr|445,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_827132,827135,mPing|non-reference|NA|A123-0_1|relocate2|sr|446,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_2224377,2224380,mPing|non-reference|NA|A123-0_1|relocate2|sr|447,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_3840865,3840868,mPing|non-reference|NA|A123-0_1|relocate2|sr|448,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_4109145,4109148,mPing|non-reference|NA|A123-0_1|relocate2|sr|449,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_5545730,5545733,mPing|non-reference|NA|A123-0_1|relocate2|sr|450,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_7653851,7653854,mPing|non-reference|NA|A123-0_1|relocate2|sr|451,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_15777508,15777511,mPing|non-reference|NA|A123-0_1|relocate2|sr|452,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_19986497,19986500,mPing|non-reference|NA|A123-0_1|relocate2|sr|453,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_21250306,21250309,mPing|non-reference|NA|A123-0_1|relocate2|sr|454,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_22594222,22594225,mPing|non-reference|NA|A123-0_1|relocate2|sr|455,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_23060351,23060354,mPing|non-reference|NA|A123-0_1|relocate2|sr|456,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_23784567,23784570,mPing|non-reference|NA|A123-0_1|relocate2|sr|457,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_24587182,24587185,mPing|non-reference|NA|A123-0_1|relocate2|sr|458,0,-,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_25413938,25413941,mPing|non-reference|NA|A123-0_1|relocate2|sr|459,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_26057300,26057303,mPing|non-reference|NA|A123-0_1|relocate2|sr|460,0,+,A123-0_1_relocate2_nonredundant.bed
NC_029267.1_26785876,26785879,mPing|non-reference|NA|A123-0_1|relocate2|sr|461,0,+,A123-0_1_relocate2_nonredundant.bed
