value,A123-0,EG4-1,RIL2_1,RIL2_1-8,RIL2_2,RIL2_3,RIL2_4,RIL2_5,RIL2_6,RIL2_7,RIL2_8
NC_029260.1_13976475,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_14017476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029260.1_14154609,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
NC_029260.1_1440637,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_1441038,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
NC_029260.1_14452334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_14625557,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
NC_029260.1_14625560,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_14652034,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
NC_029260.1_14654627,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
NC_029260.1_14657076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_14875956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_14878343,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
NC_029260.1_14878346,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
NC_029260.1_14878711,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
NC_029260.1_15210312,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
NC_029260.1_15210681,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_15213005,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
NC_029260.1_15213008,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_15488459,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
NC_029260.1_15583220,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_15586257,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
NC_029260.1_1561869,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_15655520,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_15698448,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
NC_029260.1_16084832,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_16258074,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
NC_029260.1_16343030,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_16355425,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029260.1_16355428,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_16364135,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
NC_029260.1_16383589,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_1657101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029260.1_16615708,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
NC_029260.1_16615711,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
NC_029260.1_16786835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_16788400,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_16788403,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
NC_029260.1_16788406,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_171252,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_1736704,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_17519858,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_17573162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_17697456,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
NC_029260.1_17713717,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_17752993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029260.1_1779799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_17983773,1.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_17983776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_17989802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_18028707,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_18687308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_18693567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_18695565,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_18695568,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_1874690,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_1879838,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_18960104,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
NC_029260.1_19034903,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_19041506,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_19041509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_19143338,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NC_029260.1_19143341,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
NC_029260.1_19143394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029260.1_19725365,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_19728612,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_19739424,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_19775167,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_19808128,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_19873231,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_19961219,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
NC_029260.1_20051104,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_20117984,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
NC_029260.1_20159531,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_20163985,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_20192187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_20247963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_20301998,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
NC_029260.1_20323602,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_20411575,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_20420994,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_20563603,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_20591982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_20833963,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_21321063,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
NC_029260.1_21321182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_21400043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_2148360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_2156797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_21606697,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_21620539,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_2162851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_21633281,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
NC_029260.1_21674988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_21678134,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
NC_029260.1_21742141,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_22027348,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
NC_029260.1_22056643,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
NC_029260.1_22056646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029260.1_22131757,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_22244054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_22246309,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_22526122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_22572443,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_22595014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_22645235,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
NC_029260.1_22646608,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
NC_029260.1_226599,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
NC_029260.1_226602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_2289996,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
NC_029260.1_22917113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_2292903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_22929720,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_22936557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_23105411,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_23213326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_23257990,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
NC_029260.1_23257993,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
NC_029260.1_23257996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029260.1_23398861,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_23466580,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_2348557,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_23499064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_23499075,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_23520848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_23528344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029260.1_2358684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_2358836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_23730116,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
NC_029260.1_23730901,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
NC_029260.1_23950470,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_23978444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_24062131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_24270069,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_24356896,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_24430651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_24446370,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_24610393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_24643228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_24649159,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_24878618,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029260.1_24878621,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_25474860,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_25536620,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_25536623,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_25546565,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_25829848,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_25952731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_26247574,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
NC_029260.1_26273376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_26358921,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_26765689,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_26931223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_27024731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_27073211,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
NC_029260.1_27073214,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_27093313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_27123801,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
NC_029260.1_27177269,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_27495105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_27519312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_27602381,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_27764121,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_27810911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029260.1_27853706,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_27853709,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_27986972,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_28024211,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_28030428,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_28151163,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
NC_029260.1_28384596,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
NC_029260.1_28478267,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_28527273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_28592208,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
NC_029260.1_28647319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_28670921,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_28811998,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
NC_029260.1_28876021,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_28878788,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
NC_029260.1_28878791,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_28927630,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
NC_029260.1_29019505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_29075875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_2916712,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_29472574,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_29520146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_29588507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_29589710,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_29589767,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_29636516,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
NC_029260.1_29722383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_2972804,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_29753426,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_3049044,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_3321326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_334871,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_360471,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_3759006,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_3849221,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_4074600,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_4164884,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_4248931,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
NC_029260.1_4249077,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NC_029260.1_4249080,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_4616619,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_4687185,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_4691090,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_4848810,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_5370455,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
NC_029260.1_5370458,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_55721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_5806594,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_5809340,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_5878602,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
NC_029260.1_6164427,0.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
NC_029260.1_6205185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_646580,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
NC_029260.1_646583,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_6548206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_6586190,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_6604411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_6663444,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
NC_029260.1_6840756,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029260.1_7250281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_7296221,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029260.1_7439410,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_745152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_7498589,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_7500151,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029260.1_772693,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
NC_029260.1_8004100,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_898444,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029260.1_938268,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029260.1_938989,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029261.1_10089991,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
NC_029261.1_10143336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029261.1_10144769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029261.1_10360942,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
NC_029261.1_10926509,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029261.1_11143071,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029261.1_11295784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029261.1_11552864,1.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
NC_029261.1_11558694,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
NC_029261.1_11864647,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029261.1_12091522,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029261.1_13741408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029261.1_13968973,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029261.1_1397517,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
