RIL2_2,RIL2_8,RIL2_3,EG4-1,RIL2_6,RIL2_1-8,RIL2_4,RIL2_7,RIL2_5,A123-0,RIL2_1
,,,,,NC_029257.1_32019865,,,,,
,,,,,NC_029257.1_32026346,,,,,
,,,,,NC_029257.1_32397176,,,,,
,,,,,NC_029257.1_32487715,,,,,
,,,,,NC_029257.1_32572257,,,,,
,,,,,NC_029257.1_32678686,,,,,
,,,,,NC_029257.1_32858538,,,,,
,,,,,NC_029257.1_32895943,,,,,
,,,,,NC_029257.1_33187794,,,,,
,,,,,NC_029257.1_33871068,,,,,
,,,,,NC_029257.1_34670529,,,,,
,,,,,NC_029257.1_35238925,,,,,
,,,,,NC_029257.1_35712070,,,,,
,,,,,NC_029258.1_398792,,,,,
,,,,,NC_029258.1_1246188,,,,,
,,,,,NC_029258.1_1298988,,,,,
,,,,,NC_029258.1_1429393,,,,,
,,,,,NC_029258.1_1453239,,,,,
,,,,,NC_029258.1_1840661,,,,,
,,,,,NC_029258.1_2737673,,,,,
,,,,,NC_029258.1_2830201,,,,,
,,,,,NC_029258.1_3469627,,,,,
,,,,,NC_029258.1_3623526,,,,,
,,,,,NC_029258.1_3639998,,,,,
,,,,,NC_029258.1_3804369,,,,,
,,,,,NC_029258.1_3872633,,,,,
,,,,,NC_029258.1_4377251,,,,,
,,,,,NC_029258.1_4820855,,,,,
,,,,,NC_029258.1_5699256,,,,,
,,,,,NC_029258.1_6139873,,,,,
,,,,,NC_029258.1_6227232,,,,,
,,,,,NC_029258.1_6775497,,,,,
,,,,,NC_029258.1_6951421,,,,,
,,,,,NC_029258.1_8558948,,,,,
,,,,,NC_029258.1_9946170,,,,,
,,,,,NC_029258.1_10676838,,,,,
,,,,,NC_029258.1_11281617,,,,,
,,,,,NC_029258.1_11356058,,,,,
,,,,,NC_029258.1_11366879,,,,,
,,,,,NC_029258.1_12158053,,,,,
,,,,,NC_029258.1_13100613,,,,,
,,,,,NC_029258.1_14294449,,,,,
,,,,,NC_029258.1_14618742,,,,,
,,,,,NC_029258.1_15487800,,,,,
,,,,,NC_029258.1_15603450,,,,,
,,,,,NC_029258.1_16222139,,,,,
,,,,,NC_029258.1_16625083,,,,,
,,,,,NC_029258.1_17195959,,,,,
,,,,,NC_029258.1_17266448,,,,,
,,,,,NC_029258.1_17642393,,,,,
,,,,,NC_029258.1_21188432,,,,,
,,,,,NC_029258.1_22164168,,,,,
,,,,,NC_029258.1_22701630,,,,,
,,,,,NC_029258.1_24436163,,,,,
,,,,,NC_029258.1_24753654,,,,,
,,,,,NC_029258.1_24920216,,,,,
,,,,,NC_029258.1_26028788,,,,,
,,,,,NC_029258.1_26753247,,,,,
,,,,,NC_029258.1_27554630,,,,,
,,,,,NC_029258.1_28366832,,,,,
,,,,,NC_029258.1_28470308,,,,,
,,,,,NC_029258.1_28519793,,,,,
,,,,,NC_029258.1_29084767,,,,,
,,,,,NC_029258.1_30058248,,,,,
,,,,,NC_029258.1_30613089,,,,,
,,,,,NC_029258.1_31749198,,,,,
,,,,,NC_029258.1_31831567,,,,,
,,,,,NC_029258.1_31848096,,,,,
,,,,,NC_029258.1_32923409,,,,,
,,,,,NC_029258.1_33130124,,,,,
,,,,,NC_029258.1_34257579,,,,,
,,,,,NC_029258.1_34459499,,,,,
,,,,,NC_029258.1_34520796,,,,,
,,,,,NC_029258.1_35141440,,,,,
,,,,,NC_029258.1_36140437,,,,,
,,,,,NC_029259.1_4767247,,,,,
,,,,,NC_029259.1_9332085,,,,,
,,,,,NC_029259.1_9562247,,,,,
,,,,,NC_029259.1_12216663,,,,,
,,,,,NC_029259.1_13471893,,,,,
,,,,,NC_029259.1_15070774,,,,,
,,,,,NC_029259.1_16079450,,,,,
,,,,,NC_029259.1_18718159,,,,,
,,,,,NC_029259.1_18786202,,,,,
,,,,,NC_029259.1_20249931,,,,,
,,,,,NC_029259.1_21022203,,,,,
,,,,,NC_029259.1_21408124,,,,,
,,,,,NC_029259.1_21600763,,,,,
,,,,,NC_029259.1_21673100,,,,,
,,,,,NC_029259.1_21998763,,,,,
,,,,,NC_029259.1_22877989,,,,,
,,,,,NC_029259.1_23235334,,,,,
,,,,,NC_029259.1_23734495,,,,,
,,,,,NC_029259.1_24925072,,,,,
,,,,,NC_029259.1_25028693,,,,,
,,,,,NC_029259.1_25274593,,,,,
,,,,,NC_029259.1_26226547,,,,,
,,,,,NC_029259.1_26361893,,,,,
,,,,,NC_029259.1_27011581,,,,,
,,,,,NC_029259.1_27056953,,,,,
,,,,,NC_029259.1_27129771,,,,,
,,,,,NC_029259.1_27782487,,,,,
,,,,,NC_029259.1_28057246,,,,,
,,,,,NC_029259.1_28059607,,,,,
,,,,,NC_029259.1_28148003,,,,,
,,,,,NC_029259.1_28828615,,,,,
,,,,,NC_029259.1_28861865,,,,,
,,,,,NC_029259.1_29639098,,,,,
,,,,,NC_029259.1_31426319,,,,,
,,,,,NC_029259.1_31930920,,,,,
,,,,,NC_029259.1_32169652,,,,,
,,,,,NC_029259.1_33297824,,,,,
,,,,,NC_029259.1_33304485,,,,,
,,,,,NC_029259.1_34687258,,,,,
,,,,,NC_029260.1_226599,,,,,
,,,,,NC_029260.1_646583,,,,,
,,,,,NC_029260.1_898444,,,,,
,,,,,NC_029260.1_1736704,,,,,
,,,,,NC_029260.1_2348557,,,,,
,,,,,NC_029260.1_4074600,,,,,
,,,,,NC_029260.1_5806594,,,,,
,,,,,NC_029260.1_5878602,,,,,
,,,,,NC_029260.1_6164427,,,,,
,,,,,NC_029260.1_6663444,,,,,
,,,,,NC_029260.1_8004100,,,,,
,,,,,NC_029260.1_10234682,,,,,
,,,,,NC_029260.1_13371628,,,,,
,,,,,NC_029260.1_13976475,,,,,
,,,,,NC_029260.1_16788400,,,,,
,,,,,NC_029260.1_17983773,,,,,
,,,,,NC_029260.1_18028707,,,,,
,,,,,NC_029260.1_19143341,,,,,
,,,,,NC_029260.1_19808128,,,,,
,,,,,NC_029260.1_19961219,,,,,
,,,,,NC_029260.1_20117984,,,,,
,,,,,NC_029260.1_20323602,,,,,
,,,,,NC_029260.1_20420994,,,,,
,,,,,NC_029260.1_21620539,,,,,
,,,,,NC_029260.1_21633281,,,,,
,,,,,NC_029260.1_22056643,,,,,
,,,,,NC_029260.1_22246309,,,,,
,,,,,NC_029260.1_22646608,,,,,
,,,,,NC_029260.1_23257993,,,,,
,,,,,NC_029260.1_23730901,,,,,
,,,,,NC_029260.1_24878621,,,,,
,,,,,NC_029260.1_25474860,,,,,
,,,,,NC_029260.1_25536620,,,,,
,,,,,NC_029260.1_25546565,,,,,
,,,,,NC_029260.1_26247574,,,,,
,,,,,NC_029260.1_27602381,,,,,
,,,,,NC_029260.1_27853706,,,,,
,,,,,NC_029260.1_28151163,,,,,
,,,,,NC_029260.1_28592208,,,,,
,,,,,NC_029260.1_28811998,,,,,
,,,,,NC_029260.1_29636516,,,,,
,,,,,NC_029261.1_844778,,,,,
,,,,,NC_029261.1_986513,,,,,
,,,,,NC_029261.1_1397517,,,,,
,,,,,NC_029261.1_2035334,,,,,
,,,,,NC_029261.1_2856375,,,,,
,,,,,NC_029261.1_3811309,,,,,
,,,,,NC_029261.1_4729736,,,,,
,,,,,NC_029261.1_5294781,,,,,
,,,,,NC_029261.1_5711664,,,,,
,,,,,NC_029261.1_6151044,,,,,
,,,,,NC_029261.1_6356701,,,,,
,,,,,NC_029261.1_6521724,,,,,
,,,,,NC_029261.1_6848918,,,,,
,,,,,NC_029261.1_7240933,,,,,
,,,,,NC_029261.1_7628081,,,,,
,,,,,NC_029261.1_7673229,,,,,
,,,,,NC_029261.1_8171527,,,,,
,,,,,NC_029261.1_8187914,,,,,
,,,,,NC_029261.1_8972534,,,,,
,,,,,NC_029261.1_11143071,,,,,
,,,,,NC_029261.1_11552864,,,,,
,,,,,NC_029261.1_14533007,,,,,
,,,,,NC_029261.1_17290334,,,,,
,,,,,NC_029261.1_19875147,,,,,
,,,,,NC_029261.1_20709176,,,,,
,,,,,NC_029261.1_21861157,,,,,
,,,,,NC_029261.1_22645405,,,,,
,,,,,NC_029261.1_23276129,,,,,
,,,,,NC_029261.1_23340487,,,,,
,,,,,NC_029261.1_23535330,,,,,
,,,,,NC_029261.1_23901085,,,,,
,,,,,NC_029261.1_24139317,,,,,
,,,,,NC_029261.1_24358871,,,,,
,,,,,NC_029261.1_24594638,,,,,
,,,,,NC_029261.1_24736784,,,,,
,,,,,NC_029261.1_25002508,,,,,
,,,,,NC_029261.1_26019283,,,,,
,,,,,NC_029261.1_26084878,,,,,
,,,,,NC_029261.1_26095136,,,,,
,,,,,NC_029261.1_26417517,,,,,
,,,,,NC_029261.1_27453820,,,,,
,,,,,NC_029261.1_27840590,,,,,
,,,,,NC_029261.1_29048878,,,,,
,,,,,NC_029261.1_29051077,,,,,
,,,,,NC_029261.1_29405403,,,,,
,,,,,NC_029261.1_29643902,,,,,
,,,,,NC_029261.1_29874552,,,,,
,,,,,NC_029261.1_30049592,,,,,
,,,,,NC_029261.1_30450782,,,,,
,,,,,NC_029262.1_1246378,,,,,
,,,,,NC_029262.1_1788057,,,,,
,,,,,NC_029262.1_2243507,,,,,
,,,,,NC_029262.1_3469263,,,,,
,,,,,NC_029262.1_3580864,,,,,
,,,,,NC_029262.1_3981857,,,,,
,,,,,NC_029262.1_6130590,,,,,
,,,,,NC_029262.1_6376911,,,,,
,,,,,NC_029262.1_7541942,,,,,
,,,,,NC_029262.1_8128229,,,,,
,,,,,NC_029262.1_8541854,,,,,
,,,,,NC_029262.1_13285251,,,,,
,,,,,NC_029262.1_15650815,,,,,
,,,,,NC_029262.1_16258988,,,,,
,,,,,NC_029262.1_18616401,,,,,
,,,,,NC_029262.1_19446274,,,,,
,,,,,NC_029262.1_19493002,,,,,
,,,,,NC_029262.1_20587125,,,,,
,,,,,NC_029262.1_20612318,,,,,
,,,,,NC_029262.1_23795149,,,,,
,,,,,NC_029262.1_24937107,,,,,
,,,,,NC_029262.1_25772024,,,,,
,,,,,NC_029262.1_25788367,,,,,
,,,,,NC_029262.1_26090553,,,,,
,,,,,NC_029262.1_26156681,,,,,
,,,,,NC_029262.1_26460306,,,,,
,,,,,NC_029262.1_26674879,,,,,
,,,,,NC_029262.1_27443189,,,,,
,,,,,NC_029262.1_27679691,,,,,
,,,,,NC_029262.1_28151482,,,,,
,,,,,NC_029262.1_28821662,,,,,
,,,,,NC_029262.1_28868722,,,,,
,,,,,NC_029262.1_29014628,,,,,
,,,,,NC_029262.1_29015071,,,,,
,,,,,NC_029262.1_29460820,,,,,
,,,,,NC_029262.1_29484348,,,,,
,,,,,NC_029263.1_613972,,,,,
,,,,,NC_029263.1_763040,,,,,
,,,,,NC_029263.1_974176,,,,,
,,,,,NC_029263.1_2376612,,,,,
,,,,,NC_029263.1_2433354,,,,,
,,,,,NC_029263.1_4865570,,,,,
,,,,,NC_029263.1_8581522,,,,,
,,,,,NC_029263.1_8655021,,,,,
,,,,,NC_029263.1_9385129,,,,,
,,,,,NC_029263.1_9683719,,,,,
,,,,,NC_029263.1_9778571,,,,,
,,,,,NC_029263.1_11403144,,,,,
,,,,,NC_029263.1_11413111,,,,,
,,,,,NC_029263.1_13103110,,,,,
,,,,,NC_029263.1_14721481,,,,,
,,,,,NC_029263.1_15387726,,,,,
,,,,,NC_029263.1_15632446,,,,,
,,,,,NC_029263.1_18093769,,,,,
,,,,,NC_029263.1_18094269,,,,,
,,,,,NC_029263.1_19197270,,,,,
,,,,,NC_029263.1_19452247,,,,,
,,,,,NC_029263.1_19453400,,,,,
,,,,,NC_029263.1_19856471,,,,,
,,,,,NC_029263.1_19888503,,,,,
,,,,,NC_029263.1_20628374,,,,,
,,,,,NC_029263.1_21303491,,,,,
,,,,,NC_029263.1_22717441,,,,,
,,,,,NC_029263.1_23289526,,,,,
,,,,,NC_029263.1_23714170,,,,,
,,,,,NC_029263.1_24175360,,,,,
,,,,,NC_029263.1_24881079,,,,,
,,,,,NC_029263.1_26389311,,,,,
,,,,,NC_029263.1_26430164,,,,,
,,,,,NC_029263.1_26602700,,,,,
,,,,,NC_029263.1_26779367,,,,,
,,,,,NC_029263.1_27152477,,,,,
,,,,,NC_029263.1_28359810,,,,,
,,,,,NC_029264.1_6852609,,,,,
,,,,,NC_029264.1_9583245,,,,,
,,,,,NC_029264.1_11345696,,,,,
,,,,,NC_029264.1_12105753,,,,,
,,,,,NC_029264.1_12538484,,,,,
,,,,,NC_029264.1_13347066,,,,,
,,,,,NC_029264.1_15710720,,,,,
,,,,,NC_029264.1_16182068,,,,,
,,,,,NC_029264.1_16865569,,,,,
,,,,,NC_029264.1_18183748,,,,,
,,,,,NC_029264.1_18501907,,,,,
,,,,,NC_029264.1_19174229,,,,,
,,,,,NC_029264.1_19302410,,,,,
,,,,,NC_029264.1_19637390,,,,,
,,,,,NC_029264.1_19760394,,,,,
,,,,,NC_029264.1_20250174,,,,,
,,,,,NC_029264.1_20804029,,,,,
,,,,,NC_029264.1_21614110,,,,,
,,,,,NC_029264.1_21743838,,,,,
,,,,,NC_029265.1_664875,,,,,
,,,,,NC_029265.1_1267743,,,,,
,,,,,NC_029265.1_1766192,,,,,
,,,,,NC_029265.1_2983646,,,,,
,,,,,NC_029265.1_2990544,,,,,
,,,,,NC_029265.1_6645082,,,,,
,,,,,NC_029265.1_7399680,,,,,
,,,,,NC_029265.1_9284124,,,,,
,,,,,NC_029265.1_11609959,,,,,
,,,,,NC_029265.1_11754178,,,,,
,,,,,NC_029265.1_12025204,,,,,
,,,,,NC_029265.1_12054351,,,,,
,,,,,NC_029265.1_12134119,,,,,
,,,,,NC_029265.1_14181188,,,,,
,,,,,NC_029265.1_15143402,,,,,
,,,,,NC_029265.1_15844226,,,,,
,,,,,NC_029265.1_16399985,,,,,
,,,,,NC_029265.1_16572762,,,,,
,,,,,NC_029265.1_17064451,,,,,
,,,,,NC_029265.1_17892618,,,,,
,,,,,NC_029265.1_17898191,,,,,
,,,,,NC_029265.1_18044216,,,,,
,,,,,NC_029265.1_18430452,,,,,
,,,,,NC_029265.1_21163117,,,,,
,,,,,NC_029265.1_21361208,,,,,
,,,,,NC_029265.1_22510406,,,,,
,,,,,NC_029265.1_22578378,,,,,
,,,,,NC_029266.1_617174,,,,,
,,,,,NC_029266.1_714488,,,,,
,,,,,NC_029266.1_966068,,,,,
,,,,,NC_029266.1_1133027,,,,,
,,,,,NC_029266.1_1533284,,,,,
,,,,,NC_029266.1_2446250,,,,,
,,,,,NC_029266.1_2479825,,,,,
,,,,,NC_029266.1_2591538,,,,,
,,,,,NC_029266.1_2880278,,,,,
,,,,,NC_029266.1_3117373,,,,,
,,,,,NC_029266.1_3763337,,,,,
,,,,,NC_029266.1_4772252,,,,,
,,,,,NC_029266.1_7594413,,,,,
,,,,,NC_029266.1_7865737,,,,,
,,,,,NC_029266.1_10091197,,,,,
,,,,,NC_029266.1_10797352,,,,,
,,,,,NC_029266.1_10863128,,,,,
,,,,,NC_029266.1_11101465,,,,,
,,,,,NC_029266.1_13931786,,,,,
,,,,,NC_029266.1_14298682,,,,,
,,,,,NC_029266.1_14340124,,,,,
,,,,,NC_029266.1_14578664,,,,,
,,,,,NC_029266.1_14670785,,,,,
,,,,,NC_029266.1_15300441,,,,,
,,,,,NC_029266.1_16397044,,,,,
,,,,,NC_029266.1_16894771,,,,,
,,,,,NC_029266.1_17866690,,,,,
,,,,,NC_029266.1_19084256,,,,,
,,,,,NC_029266.1_19939293,,,,,
,,,,,NC_029266.1_20490424,,,,,
,,,,,NC_029266.1_21176363,,,,,
,,,,,NC_029266.1_21459183,,,,,
,,,,,NC_029266.1_22474611,,,,,
,,,,,NC_029266.1_22928061,,,,,
,,,,,NC_029266.1_22938100,,,,,
,,,,,NC_029266.1_24682791,,,,,
,,,,,NC_029266.1_25523875,,,,,
,,,,,NC_029266.1_25812261,,,,,
,,,,,NC_029266.1_26077403,,,,,
,,,,,NC_029266.1_27446722,,,,,
,,,,,NC_029267.1_332028,,,,,
,,,,,NC_029267.1_460952,,,,,
,,,,,NC_029267.1_2224377,,,,,
,,,,,NC_029267.1_2304263,,,,,
,,,,,NC_029267.1_4109148,,,,,
,,,,,NC_029267.1_4633370,,,,,
,,,,,NC_029267.1_5545730,,,,,
,,,,,NC_029267.1_7653851,,,,,
,,,,,NC_029267.1_9581948,,,,,
,,,,,NC_029267.1_11098821,,,,,
,,,,,NC_029267.1_12392891,,,,,
,,,,,NC_029267.1_12862145,,,,,
,,,,,NC_029267.1_19986497,,,,,
,,,,,NC_029267.1_20093255,,,,,
,,,,,NC_029267.1_21693724,,,,,
,,,,,NC_029267.1_23060354,,,,,
,,,,,NC_029267.1_23784567,,,,,
,,,,,NC_029267.1_24595102,,,,,
,,,,,NC_029267.1_24973858,,,,,
,,,,,NC_029267.1_25413938,,,,,
,,,,,NC_029267.1_26785964,,,,,
,,,,,NC_029267.1_26789983,,,,,
,,,,,NW_015379218.1_9995,,,,,
,,,,,NC_029256.1_1132974,,,,,
,,,,,NC_029256.1_1715116,,,,,
,,,,,NC_029256.1_2540053,,,,,
,,,,,NC_029256.1_3444991,,,,,
,,,,,NC_029256.1_3480371,,,,,
,,,,,NC_029256.1_3616725,,,,,
,,,,,NC_029256.1_3929764,,,,,
,,,,,NC_029256.1_4076463,,,,,
,,,,,NC_029256.1_4101862,,,,,
,,,,,NC_029256.1_6170366,,,,,
,,,,,NC_029256.1_6172232,,,,,
,,,,,NC_029256.1_6364926,,,,,
,,,,,NC_029256.1_6816414,,,,,
,,,,,NC_029256.1_6846278,,,,,
,,,,,NC_029256.1_6864903,,,,,
,,,,,NC_029256.1_7514411,,,,,
,,,,,NC_029256.1_7587835,,,,,
,,,,,NC_029256.1_7739100,,,,,
,,,,,NC_029256.1_8083871,,,,,
,,,,,NC_029256.1_8326624,,,,,
,,,,,NC_029256.1_10687603,,,,,
,,,,,NC_029256.1_11272005,,,,,
,,,,,NC_029256.1_12323224,,,,,
,,,,,NC_029256.1_13418286,,,,,
,,,,,NC_029256.1_15360898,,,,,
,,,,,NC_029256.1_15512723,,,,,
,,,,,NC_029256.1_16327643,,,,,
,,,,,NC_029256.1_20419243,,,,,
,,,,,NC_029256.1_21565699,,,,,
,,,,,NC_029256.1_22959176,,,,,
,,,,,NC_029256.1_24082897,,,,,
,,,,,NC_029256.1_24181479,,,,,
,,,,,NC_029256.1_24252949,,,,,
,,,,,NC_029256.1_24966588,,,,,
,,,,,NC_029256.1_25086304,,,,,
,,,,,NC_029256.1_25281770,,,,,
,,,,,NC_029256.1_25866208,,,,,
,,,,,NC_029256.1_26106796,,,,,
,,,,,NC_029256.1_26205753,,,,,
,,,,,NC_029256.1_27951800,,,,,
,,,,,NC_029256.1_28356231,,,,,
,,,,,NC_029256.1_28394436,,,,,
,,,,,NC_029256.1_28924284,,,,,
,,,,,NC_029256.1_28943928,,,,,
,,,,,NC_029256.1_29276378,,,,,
,,,,,NC_029256.1_29328838,,,,,
,,,,,NC_029256.1_29494571,,,,,
,,,,,NC_029256.1_29496301,,,,,
,,,,,NC_029256.1_29926800,,,,,
,,,,,NC_029256.1_30895564,,,,,
,,,,,NC_029256.1_31458870,,,,,
,,,,,NC_029256.1_31556969,,,,,
,,,,,NC_029256.1_32042994,,,,,
,,,,,NC_029256.1_32293359,,,,,
,,,,,NC_029256.1_33766058,,,,,
,,,,,NC_029256.1_34086311,,,,,
,,,,,NC_029256.1_34281435,,,,,
,,,,,NC_029256.1_34353550,,,,,
,,,,,NC_029256.1_34505905,,,,,
,,,,,NC_029256.1_34726029,,,,,
,,,,,NC_029256.1_35200491,,,,,
,,,,,NC_029256.1_35936947,,,,,
,,,,,NC_029256.1_36796589,,,,,
,,,,,NC_029256.1_38079293,,,,,
,,,,,NC_029256.1_38092037,,,,,
,,,,,NC_029256.1_39234960,,,,,
,,,,,NC_029256.1_39666830,,,,,
,,,,,NC_029256.1_39899559,,,,,
,,,,,NC_029256.1_39904179,,,,,
,,,,,NC_029256.1_40262215,,,,,
,,,,,NC_029256.1_40283834,,,,,
,,,,,NC_029256.1_40469774,,,,,
,,,,,NC_029256.1_40641753,,,,,
,,,,,NC_029256.1_40692631,,,,,
,,,,,NC_029256.1_40818574,,,,,
,,,,,NC_029256.1_40832861,,,,,
,,,,,NC_029256.1_41321637,,,,,
,,,,,NC_029256.1_41774917,,,,,
,,,,,NC_029256.1_41818258,,,,,
,,,,,NC_029256.1_41979187,,,,,
,,,,,NC_029256.1_42144080,,,,,
,,,,,NC_029256.1_42599828,,,,,
,,,,,NC_029257.1_458589,,,,,
,,,,,NC_029257.1_1656531,,,,,
,,,,,NC_029257.1_3475610,,,,,
,,,,,NC_029257.1_3502593,,,,,
,,,,,NC_029257.1_4368693,,,,,
,,,,,NC_029257.1_4494434,,,,,
,,,,,NC_029257.1_5857963,,,,,
,,,,,NC_029257.1_7113422,,,,,
,,,,,NC_029257.1_7346135,,,,,
,,,,,NC_029257.1_9438879,,,,,
,,,,,NC_029257.1_10202907,,,,,
,,,,,NC_029257.1_11041881,,,,,
,,,,,NC_029257.1_12298995,,,,,
,,,,,NC_029257.1_14680969,,,,,
,,,,,NC_029257.1_15361022,,,,,
,,,,,NC_029257.1_16222087,,,,,
,,,,,NC_029257.1_16678149,,,,,
,,,,,NC_029257.1_16748399,,,,,
,,,,,NC_029257.1_16986965,,,,,
,,,,,NC_029257.1_17969908,,,,,
,,,,,NC_029257.1_18302508,,,,,
,,,,,NC_029257.1_18458308,,,,,
,,,,,NC_029257.1_19968187,,,,,
,,,,,NC_029257.1_22547038,,,,,
,,,,,NC_029257.1_27148059,,,,,
,,,,,NC_029257.1_27201254,,,,,
,,,,,NC_029257.1_28948533,,,,,
,,,,,NC_029257.1_30162442,,,,,
,,,,,NC_029257.1_30219031,,,,,
,,,,,NC_029257.1_30375300,,,,,
,,,,,NC_029257.1_30593385,,,,,
,,,,,NC_029257.1_30902244,,,,,
,,,,,NC_029257.1_31053564,,,,,
,,,,,NC_029257.1_31668465,,,,,
,,,,,NC_029257.1_32675541,,,,,
,,,,,NC_029257.1_33884289,,,,,
,,,,,NC_029257.1_34576206,,,,,
,,,,,NC_029258.1_180222,,,,,
,,,,,NC_029258.1_198574,,,,,
,,,,,NC_029258.1_399054,,,,,
,,,,,NC_029258.1_511328,,,,,
,,,,,NC_029258.1_1246188,,,,,
,,,,,NC_029258.1_1298988,,,,,
,,,,,NC_029258.1_1429393,,,,,
,,,,,NC_029258.1_1443018,,,,,
,,,,,NC_029258.1_1840658,,,,,
,,,,,NC_029258.1_2095851,,,,,
,,,,,NC_029258.1_2737673,,,,,
,,,,,NC_029258.1_3390556,,,,,
,,,,,NC_029258.1_4722560,,,,,
,,,,,NC_029258.1_4742473,,,,,
,,,,,NC_029258.1_4820855,,,,,
,,,,,NC_029258.1_5528918,,,,,
,,,,,NC_029258.1_6154019,,,,,
,,,,,NC_029258.1_6328407,,,,,
,,,,,NC_029258.1_6441698,,,,,
,,,,,NC_029258.1_6566209,,,,,
,,,,,NC_029258.1_7025984,,,,,
,,,,,NC_029258.1_7296366,,,,,
,,,,,NC_029258.1_8457820,,,,,
,,,,,NC_029258.1_9162953,,,,,
,,,,,NC_029258.1_10593110,,,,,
,,,,,NC_029258.1_10990368,,,,,
,,,,,NC_029258.1_11015127,,,,,
,,,,,NC_029258.1_11102321,,,,,
,,,,,NC_029258.1_11329079,,,,,
,,,,,NC_029258.1_11724933,,,,,
,,,,,NC_029258.1_11781492,,,,,
,,,,,NC_029258.1_11922189,,,,,
,,,,,NC_029258.1_12036119,,,,,
,,,,,NC_029258.1_12067612,,,,,
,,,,,NC_029258.1_12409836,,,,,
,,,,,NC_029258.1_12904743,,,,,
,,,,,NC_029258.1_13027115,,,,,
,,,,,NC_029258.1_13172075,,,,,
,,,,,NC_029258.1_13319068,,,,,
,,,,,NC_029258.1_13683981,,,,,
,,,,,NC_029258.1_14548544,,,,,
,,,,,NC_029258.1_14597026,,,,,
,,,,,NC_029258.1_14625279,,,,,
,,,,,NC_029258.1_15487800,,,,,
,,,,,NC_029258.1_15603450,,,,,
,,,,,NC_029258.1_15698485,,,,,
,,,,,NC_029258.1_16222142,,,,,
,,,,,NC_029258.1_17195962,,,,,
,,,,,NC_029258.1_17338127,,,,,
,,,,,NC_029258.1_17642390,,,,,
,,,,,NC_029258.1_21188432,,,,,
,,,,,NC_029258.1_22164168,,,,,
,,,,,NC_029258.1_22701630,,,,,
,,,,,NC_029258.1_24225787,,,,,
,,,,,NC_029258.1_24436166,,,,,
,,,,,NC_029258.1_24690333,,,,,
,,,,,NC_029258.1_24920216,,,,,
,,,,,NC_029258.1_24969221,,,,,
,,,,,NC_029258.1_25133835,,,,,
,,,,,NC_029258.1_28470311,,,,,
,,,,,NC_029258.1_28519793,,,,,
,,,,,NC_029258.1_29198086,,,,,
,,,,,NC_029258.1_30058248,,,,,
,,,,,NC_029258.1_30613092,,,,,
,,,,,NC_029258.1_31198552,,,,,
,,,,,NC_029258.1_31848096,,,,,
,,,,,NC_029258.1_32074508,,,,,
,,,,,NC_029258.1_32577015,,,,,
,,,,,NC_029258.1_33130127,,,,,
,,,,,NC_029258.1_34294950,,,,,
,,,,,NC_029258.1_34424157,,,,,
,,,,,NC_029258.1_34459499,,,,,
,,,,,NC_029258.1_34570540,,,,,
,,,,,NC_029258.1_35141440,,,,,
,,,,,NC_029258.1_36241631,,,,,
,,,,,NC_029259.1_1877635,,,,,
,,,,,NC_029259.1_2471260,,,,,
,,,,,NC_029259.1_4514396,,,,,
,,,,,NC_029259.1_5775282,,,,,
,,,,,NC_029259.1_11589861,,,,,
,,,,,NC_029259.1_12679020,,,,,
,,,,,NC_029259.1_13471893,,,,,
,,,,,NC_029259.1_14732635,,,,,
,,,,,NC_029259.1_15070774,,,,,
,,,,,NC_029259.1_18566523,,,,,
,,,,,NC_029259.1_19188395,,,,,
,,,,,NC_029259.1_19359151,,,,,
,,,,,NC_029259.1_19471781,,,,,
,,,,,NC_029259.1_19771333,,,,,
,,,,,NC_029259.1_19922775,,,,,
,,,,,NC_029259.1_19999251,,,,,
,,,,,NC_029259.1_20249931,,,,,
,,,,,NC_029259.1_20300024,,,,,
,,,,,NC_029259.1_20906353,,,,,
,,,,,NC_029259.1_21249875,,,,,
,,,,,NC_029259.1_21371854,,,,,
,,,,,NC_029259.1_22037903,,,,,
,,,,,NC_029259.1_22295243,,,,,
,,,,,NC_029259.1_22883629,,,,,
,,,,,NC_029259.1_22924801,,,,,
,,,,,NC_029259.1_24176512,,,,,
,,,,,NC_029259.1_25028693,,,,,
,,,,,NC_029259.1_26016653,,,,,
,,,,,NC_029259.1_26226544,,,,,
,,,,,NC_029259.1_26423865,,,,,
,,,,,NC_029259.1_26536179,,,,,
,,,,,NC_029259.1_27129774,,,,,
,,,,,NC_029259.1_27514316,,,,,
,,,,,NC_029259.1_27782487,,,,,
,,,,,NC_029259.1_28057246,,,,,
,,,,,NC_029259.1_28059610,,,,,
,,,,,NC_029259.1_28148003,,,,,
,,,,,NC_029259.1_28828615,,,,,
,,,,,NC_029259.1_29593703,,,,,
,,,,,NC_029259.1_29609122,,,,,
,,,,,NC_029259.1_29871503,,,,,
,,,,,NC_029259.1_30135589,,,,,
,,,,,NC_029259.1_31376616,,,,,
,,,,,NC_029259.1_31426319,,,,,
,,,,,NC_029259.1_31906154,,,,,
,,,,,NC_029259.1_31930923,,,,,
,,,,,NC_029259.1_32169652,,,,,
,,,,,NC_029259.1_33304485,,,,,
,,,,,NC_029259.1_33402610,,,,,
,,,,,NC_029259.1_33867068,,,,,
,,,,,NC_029259.1_34367900,,,,,
,,,,,NC_029259.1_34687258,,,,,
,,,,,NC_029259.1_34929122,,,,,
